gauge_id,country,match_method,matched_dataset,matched_gauge_id,nat_id,distance_km
GRDC_3617812,BR,id,camelsbr,,15130000,
GRDC_3618052,BR,id,camelsbr,,14330000,
GRDC_3618053,BR,id,camelsbr,,14250000,
GRDC_3618090,BR,id,camelsbr,,14110000,
GRDC_3618110,BR,id,camelsbr,,14230000,
GRDC_3618120,BR,id,camelsbr,,14310000,
GRDC_3618130,BR,id,camelsbr,,14350000,
GRDC_3618150,BR,id,camelsbr,,14440000,
GRDC_3618720,BR,id,camelsbr,,14515000,
GRDC_3618730,BR,id,camelsbr,,14680001,
GRDC_3618950,BR,id,camelsbr,,14260000,
GRDC_3618951,BR,id,camelsbr,,14280001,
GRDC_3620000,BR,id,camelsbr,,11500000,
GRDC_3623100,BR,id,camelsbr,,11400000,
GRDC_3625000,BR,id,camelsbr,,13150000,
GRDC_3626000,BR,id,camelsbr,,14100000,
GRDC_3627000,BR,id,camelsbr,,15030000,
GRDC_3628700,BR,id,camelsbr,,15910000,
GRDC_3628701,BR,id,camelsbr,,15910000,
GRDC_3628900,BR,id,camelsbr,,15930000,
GRDC_3629001,BR,id,camelsbr,,17050001,
GRDC_3630100,BR,id,camelsbr,,17090000,
GRDC_3630300,BR,id,camelsbr,,18200000,
GRDC_3632400,BR,id,camelsbr,,10500000,
GRDC_3633121,BR,id,camelsbr,,12700000,
GRDC_3633123,BR,id,camelsbr,,12520000,
GRDC_3633160,BR,id,camelsbr,,12500000,
GRDC_3633180,BR,id,camelsbr,,12370000,
GRDC_3634100,BR,id,camelsbr,,13470000,
GRDC_3634150,BR,id,camelsbr,,13600002,
GRDC_3634320,BR,id,camelsbr,,13880000,
GRDC_3634340,BR,id,camelsbr,,13870000,
GRDC_3634350,BR,id,camelsbr,,13750000,
GRDC_3634360,BR,id,camelsbr,,13710001,
GRDC_3635030,BR,id,camelsbr,,15700000,
GRDC_3635040,BR,id,camelsbr,,15400000,
GRDC_3635310,BR,id,camelsbr,,15550000,
GRDC_3635651,BR,id,camelsbr,,15800000,
GRDC_3637775,BR,id,camelsbr,,17200000,
GRDC_3637810,BR,id,camelsbr,,17350000,
GRDC_3637815,BR,id,camelsbr,,17345000,
GRDC_3638050,BR,id,camelsbr,,18850000,
GRDC_3638215,BR,id,camelsbr,,17090000,
GRDC_3649012,BR,id,camelsbr,,20250000,
GRDC_3649050,BR,id,camelsbr,,20200000,
GRDC_3649120,BR,id,camelsbr,,21750000,
GRDC_3649150,BR,id,camelsbr,,21500000,
GRDC_3649251,BR,id,camelsbr,,22050001,
GRDC_3649310,BR,id,camelsbr,,23250000,
GRDC_3649311,BR,id,camelsbr,,23150000,
GRDC_3649312,BR,id,camelsbr,,23220000,
GRDC_3649315,BR,id,camelsbr,,23230000,
GRDC_3649320,BR,id,camelsbr,,22900000,
GRDC_3649321,BR,id,camelsbr,,22700000,
GRDC_3649322,BR,id,camelsbr,,22680000,
GRDC_3649409,BR,id,camelsbr,,26350000,
GRDC_3649411,BR,id,camelsbr,,24200000,
GRDC_3649412,BR,id,camelsbr,,24850000,
GRDC_3649416,BR,id,camelsbr,,27500000,
GRDC_3649418,BR,id,camelsbr,,28300000,
GRDC_3649419,BR,id,camelsbr,,28850000,
GRDC_3649420,BR,id,camelsbr,,24500000,
GRDC_3649421,BR,id,camelsbr,,25200000,
GRDC_3649422,BR,id,camelsbr,,24700000,
GRDC_3649423,BR,id,camelsbr,,24050000,
GRDC_3649424,BR,id,camelsbr,,25700000,
GRDC_3649440,BR,id,camelsbr,,24900000,
GRDC_3649449,BR,id,camelsbr,,24950000,
GRDC_3649450,BR,id,camelsbr,,24750000,
GRDC_3649455,BR,id,camelsbr,,24780000,
GRDC_3649459,BR,id,camelsbr,,24800000,
GRDC_3649465,BR,id,camelsbr,,26720000,
GRDC_3649510,BR,id,camelsbr,,25130000,
GRDC_3649511,BR,id,camelsbr,,25100000,
GRDC_3649614,BR,id,camelsbr,,26050000,
GRDC_3649617,BR,id,camelsbr,,26100000,
GRDC_3649618,BR,id,camelsbr,,26200000,
GRDC_3649619,BR,id,camelsbr,,26300000,
GRDC_3649855,BR,id,camelsbr,,28150000,
GRDC_3649860,BR,id,camelsbr,,27550000,
GRDC_3649901,BR,id,camelsbr,,29050000,
GRDC_3649902,BR,id,camelsbr,,23700000,
GRDC_3649903,BR,id,camelsbr,,23600000,
GRDC_3649905,BR,id,camelsbr,,23100000,
GRDC_3649906,BR,id,camelsbr,,22500000,
GRDC_3649960,BR,id,camelsbr,,29100000,
GRDC_3650150,BR,id,camelsbr,,31700000,
GRDC_3650202,BR,id,camelsbr,,32620000,
GRDC_3650220,BR,id,camelsbr,,32400000,
GRDC_3650270,BR,id,camelsbr,,32830000,
GRDC_3650280,BR,id,camelsbr,,33025000,
GRDC_3650285,BR,id,camelsbr,,33190000,
GRDC_3650310,BR,id,camelsbr,,33170000,
GRDC_3650321,BR,id,camelsbr,,33321000,
GRDC_3650330,BR,id,camelsbr,,33205000,
GRDC_3650335,BR,id,camelsbr,,33290000,
GRDC_3650341,BR,id,camelsbr,,33215000,
GRDC_3650355,BR,id,camelsbr,,33550000,
GRDC_3650359,BR,id,camelsbr,,33680000,
GRDC_3650360,BR,id,camelsbr,,33520000,
GRDC_3650370,BR,id,camelsbr,,33620000,
GRDC_3650380,BR,id,camelsbr,,33730000,
GRDC_3650385,BR,id,camelsbr,,33780000,
GRDC_3650410,BR,id,camelsbr,,34130000,
GRDC_3650415,BR,id,camelsbr,,34130000,
GRDC_3650455,BR,id,camelsbr,,34571000,
GRDC_3650470,BR,id,camelsbr,,34789000,
GRDC_3650471,BR,id,camelsbr,,34750000,
GRDC_3650475,BR,id,camelsbr,,34940000,
GRDC_3650477,BR,id,camelsbr,,34980000,
GRDC_3650481,BR,id,camelsbr,,34879500,
GRDC_3650530,BR,id,camelsbr,,35260000,
GRDC_3650610,BR,id,camelsbr,,36020000,
GRDC_3650620,BR,id,camelsbr,,36250000,
GRDC_3650634,BR,id,camelsbr,,36580000,
GRDC_3650640,BR,id,camelsbr,,36125000,
GRDC_3650645,BR,id,camelsbr,,36160000,
GRDC_3650649,BR,id,camelsbr,,36390000,
GRDC_3650745,BR,id,camelsbr,,36290000,
GRDC_3650750,BR,id,camelsbr,,37470000,
GRDC_3650755,BR,id,camelsbr,,37220000,
GRDC_3650860,BR,id,camelsbr,,38790000,
GRDC_3650881,BR,id,camelsbr,,38830000,
GRDC_3650910,BR,id,camelsbr,,39084010,
GRDC_3650920,BR,id,camelsbr,,39130000,
GRDC_3650924,BR,id,camelsbr,,39140000,
GRDC_3650925,BR,id,camelsbr,,39145000,
GRDC_3650940,BR,id,camelsbr,,39560000,
GRDC_3650941,BR,id,camelsbr,,39540000,
GRDC_3650970,BR,id,camelsbr,,39770000,
GRDC_3651300,BR,id,camelsbr,,41199998,
GRDC_3651309,BR,id,camelsbr,,41990000,
GRDC_3651400,BR,id,camelsbr,,42290000,
GRDC_3651410,BR,id,camelsbr,,42490000,
GRDC_3651520,BR,id,camelsbr,,45220000,
GRDC_3651530,BR,id,camelsbr,,45131000,
GRDC_3651535,BR,id,camelsbr,,45260000,
GRDC_3651550,BR,id,camelsbr,,45880000,
GRDC_3651650,BR,id,camelsbr,,46455000,
GRDC_3651678,BR,id,camelsbr,,46902000,
GRDC_3651805,BR,id,camelsbr,,44500000,
GRDC_3651806,BR,id,camelsbr,,45480000,
GRDC_3651807,BR,id,camelsbr,,46360000,
GRDC_3652030,BR,id,camelsbr,,50465000,
GRDC_3652039,BR,id,camelsbr,,50595000,
GRDC_3652040,BR,id,camelsbr,,50420000,
GRDC_3652050,BR,id,camelsbr,,50191000,
GRDC_3652060,BR,id,camelsbr,,51440000,
GRDC_3652068,BR,id,camelsbr,,51460000,
GRDC_3652080,BR,id,camelsbr,,50755000,
GRDC_3652089,BR,id,camelsbr,,50795000,
GRDC_3652115,BR,id,camelsbr,,51120000,
GRDC_3652120,BR,id,camelsbr,,51230000,
GRDC_3652130,BR,id,camelsbr,,51330000,
GRDC_3652210,BR,id,camelsbr,,52370000,
GRDC_3652220,BR,id,camelsbr,,52570000,
GRDC_3652230,BR,id,camelsbr,,53180000,
GRDC_3652320,BR,id,camelsbr,,53950000,
GRDC_3652350,BR,id,camelsbr,,53780000,
GRDC_3652410,BR,id,camelsbr,,54230000,
GRDC_3652419,BR,id,camelsbr,,54500000,
GRDC_3652450,BR,id,camelsbr,,54780000,
GRDC_3652455,BR,id,camelsbr,,54950000,
GRDC_3652610,BR,id,camelsbr,,56335001,
GRDC_3652660,BR,id,camelsbr,,56990000,
GRDC_3652810,BR,id,camelsbr,,58099000,
GRDC_3652850,BR,id,camelsbr,,58520000,
GRDC_3652870,BR,id,camelsbr,,58770000,
GRDC_3652880,BR,id,camelsbr,,58880001,
GRDC_3652890,BR,id,camelsbr,,58974000,
GRDC_3653110,BR,id,camelsbr,,81135000,
GRDC_3653250,BR,id,camelsbr,,82350000,
GRDC_3653352,BR,id,camelsbr,,83800002,
GRDC_3653450,BR,id,camelsbr,,84580000,
GRDC_3653620,BR,id,camelsbr,,86500000,
GRDC_3653910,BR,id,camelsbr,,59100000,
GRDC_3653955,BR,id,camelsbr,,59240000,
GRDC_3653980,BR,id,camelsbr,,59355000,
GRDC_3653985,BR,id,camelsbr,,59370000,
GRDC_3659100,BR,id,camelsbr,,60490000,
GRDC_3659105,BR,id,camelsbr,,60500000,
GRDC_3660200,BR,id,camelsbr,,61886000,
GRDC_3660602,BR,id,camelsbr,,61886000,
GRDC_3660700,BR,id,camelsbr,,61271000,
GRDC_3660730,BR,id,camelsbr,,61520000,
GRDC_3660900,BR,id,camelsbr,,61060000,
GRDC_3662300,BR,id,camelsbr,,63955000,
GRDC_3662400,BR,id,camelsbr,,64830000,
GRDC_3662500,BR,id,camelsbr,,64785000,
GRDC_3662550,BR,id,camelsbr,,64775000,
GRDC_3662600,BR,id,camelsbr,,64659000,
GRDC_3662650,BR,id,camelsbr,,64693000,
GRDC_3662655,BR,id,camelsbr,,64685000,
GRDC_3663700,BR,id,camelsbr,,64507000,
GRDC_3663800,BR,id,camelsbr,,64370000,
GRDC_3664100,BR,id,camelsbr,,65960000,
GRDC_3664160,BR,id,camelsbr,,65993000,
GRDC_3664802,BR,id,camelsbr,,65310000,
GRDC_3664804,BR,id,camelsbr,,65987000,
GRDC_3667060,BR,id,camelsbr,,67100000,
GRDC_3669350,BR,id,camelsbr,,73300000,
GRDC_3669630,BR,id,camelsbr,,76750000,
GRDC_4113315,US,id,hysets,,05078500,
GRDC_4113320,US,id,hysets,,05080000,
GRDC_4113321,US,id,hysets,,05079000,
GRDC_4113330,US,id,hysets,,05051300,
GRDC_4113360,US,id,camels,,05056000,
GRDC_4113361,US,id,camels,,05057000,
GRDC_4113600,US,id,camels,,05131500,
GRDC_4115080,US,id,hysets,,14243000,
GRDC_4115210,US,id,hysets,,14113000,
GRDC_4115211,US,id,hysets,,14107000,
GRDC_4115220,US,id,hysets,,14046500,
GRDC_4115221,US,id,hysets,,14048000,
GRDC_4115222,US,id,hysets,,14038530,
GRDC_4115223,US,id,hysets,,14046000,
GRDC_4115224,US,id,hysets,,14044000,
GRDC_4115230,US,id,hysets,,12459000,
GRDC_4115231,US,id,hysets,,12462500,
GRDC_4115235,US,id,hysets,,12449950,
GRDC_4115236,US,id,hysets,,12448500,
GRDC_4115241,US,id,camels,,14020000,
GRDC_4115250,US,id,hysets,,14018500,
GRDC_4115290,US,id,hysets,,12452500,
GRDC_4115330,US,id,camels,,12358500,
GRDC_4115333,US,id,hysets,,12359800,
GRDC_4115340,US,id,hysets,,12340000,
GRDC_4115344,US,id,hysets,,12324200,
GRDC_4115345,US,id,hysets,,12354500,
GRDC_4115348,US,id,hysets,,12353000,
GRDC_4115349,US,id,hysets,,12340500,
GRDC_4115350,US,id,hysets,,12413500,
GRDC_4115351,US,id,hysets,,12413000,
GRDC_4115410,US,id,camels,,12414500,
GRDC_4115450,US,id,hysets,,12352500,
GRDC_4115451,US,id,hysets,,12344000,
GRDC_4116150,US,id,camels,,13331500,
GRDC_4116170,US,id,hysets,,13288200,
GRDC_4116193,US,id,hysets,,13010065,
GRDC_4116200,US,id,hysets,,13351000,
GRDC_4116201,US,id,hysets,,13345000,
GRDC_4116301,US,id,camels,,13340000,
GRDC_4116302,US,id,hysets,,13339000,
GRDC_4116311,US,id,camels,,13340600,
GRDC_4116320,US,id,hysets,,13336500,
GRDC_4116325,US,id,camels,,13337000,
GRDC_4116330,US,id,hysets,,13317000,
GRDC_4116331,US,id,hysets,,13307000,
GRDC_4116332,US,id,hysets,,13302500,
GRDC_4116333,US,id,hysets,,13296500,
GRDC_4116335,US,id,hysets,,13310199,
GRDC_4116351,US,id,camels,,13161500,
GRDC_4116360,US,id,hysets,,13295000,
GRDC_4116461,US,id,hysets,,13185000,
GRDC_4118100,US,id,hysets,,10310000,
GRDC_4118200,US,id,hysets,,10264600,
GRDC_4118220,US,id,camels,,10263500,
GRDC_4118300,US,id,camels,,10258500,
GRDC_4118310,US,id,camels,,10259200,
GRDC_4118400,US,id,hysets,,10393500,
GRDC_4118420,US,id,camels,,10396000,
GRDC_4118450,US,id,hysets,,10353000,
GRDC_4118800,US,id,hysets,,10174500,
GRDC_4118900,US,id,hysets,,10041000,
GRDC_4119050,US,id,hysets,,05244000,
GRDC_4119070,US,id,hysets,,05280000,
GRDC_4119090,US,id,hysets,,05320500,
GRDC_4119150,US,id,camels,,05412500,
GRDC_4119170,US,id,hysets,,05422000,
GRDC_4119210,US,id,hysets,,05435500,
GRDC_4119220,US,id,hysets,,05440000,
GRDC_4119230,US,id,hysets,,05447500,
GRDC_4119252,US,id,hysets,,05451500,
GRDC_4119260,US,id,hysets,,05464500,
GRDC_4119261,US,id,hysets,,05464000,
GRDC_4119262,US,id,hysets,,05458500,
GRDC_4119263,US,id,hysets,,05457700,
GRDC_4119265,US,id,hysets,,05462000,
GRDC_4119270,US,id,hysets,,05474000,
GRDC_4119271,US,id,hysets,,05471500,
GRDC_4119281,US,id,hysets,,05481300,
GRDC_4119282,US,id,hysets,,05480500,
GRDC_4119283,US,id,hysets,,05479000,
GRDC_4119285,US,id,hysets,,05484500,
GRDC_4119286,US,id,hysets,,05482500,
GRDC_4119288,US,id,hysets,,05481000,
GRDC_4119295,US,id,camels,,05514500,
GRDC_4119310,US,id,hysets,,05527500,
GRDC_4119311,US,id,hysets,,05520500,
GRDC_4119312,US,id,hysets,,05518000,
GRDC_4119313,US,id,hysets,,05517500,
GRDC_4119315,US,id,hysets,,05526000,
GRDC_4119318,US,id,hysets,,05555300,
GRDC_4119321,US,id,hysets,,05569500,
GRDC_4119322,US,id,hysets,,05570000,
GRDC_4119325,US,id,hysets,,05582000,
GRDC_4119327,US,id,camels,,05585000,
GRDC_4119410,US,id,hysets,,05583000,
GRDC_4119431,US,id,hysets,,05381000,
GRDC_4119460,US,id,hysets,,05330000,
GRDC_4119500,US,id,hysets,,05414500,
GRDC_4119510,US,id,hysets,,05418500,
GRDC_4119600,US,id,hysets,,05528000,
GRDC_4120220,US,id,hysets,,06139500,
GRDC_4120300,US,id,hysets,,06108800,
GRDC_4120301,US,id,hysets,,06108000,
GRDC_4120320,US,id,hysets,,06130500,
GRDC_4120322,US,id,hysets,,06120500,
GRDC_4120330,US,id,hysets,,06036650,
GRDC_4120331,US,id,hysets,,06026500,
GRDC_4120800,US,id,hysets,,06131000,
GRDC_4120903,US,id,hysets,,06054500,
GRDC_4120950,US,id,hysets,,06329500,
GRDC_4120951,US,id,hysets,,06214500,
GRDC_4120952,US,id,hysets,,06192500,
GRDC_4120953,US,id,camels,,06191500,
GRDC_4121100,US,id,hysets,,06337000,
GRDC_4121101,US,id,hysets,,06335500,
GRDC_4121102,US,id,hysets,,06334500,
GRDC_4121110,US,id,hysets,,06340500,
GRDC_4121111,US,id,camels,,06339500,
GRDC_4121120,US,id,camels,,06354000,
GRDC_4121121,US,id,camels,,06350000,
GRDC_4121125,US,id,camels,,06353000,
GRDC_4121126,US,id,camels,,06352000,
GRDC_4121130,US,id,hysets,,06359500,
GRDC_4121131,US,id,camels,,06360500,
GRDC_4121150,US,id,camels,,06441500,
GRDC_4121160,US,id,camels,,06452000,
GRDC_4121161,US,id,camels,,06447000,
GRDC_4121162,US,id,hysets,,06445685,
GRDC_4121300,US,id,hysets,,06478500,
GRDC_4121301,US,id,hysets,,06477000,
GRDC_4121320,US,id,hysets,,06485500,
GRDC_4121330,US,id,hysets,,06600500,
GRDC_4121340,US,id,hysets,,06606600,
GRDC_4121341,US,id,hysets,,06607500,
GRDC_4121350,US,id,hysets,,06609500,
GRDC_4122100,US,id,hysets,,06800500,
GRDC_4122101,US,id,hysets,,06798500,
GRDC_4122105,US,id,hysets,,06799500,
GRDC_4122160,US,id,hysets,,06810000,
GRDC_4122165,US,id,hysets,,06808500,
GRDC_4122170,US,id,hysets,,06811500,
GRDC_4122180,US,id,hysets,,06815000,
GRDC_4122190,US,id,hysets,,06820500,
GRDC_4122200,US,id,hysets,,06886000,
GRDC_4122210,US,id,hysets,,06884500,
GRDC_4122211,US,id,hysets,,06884400,
GRDC_4122212,US,id,hysets,,06883000,
GRDC_4122221,US,id,hysets,,06860000,
GRDC_4122250,US,id,hysets,,06897500,
GRDC_4122251,US,id,hysets,,06902000,
GRDC_4122255,US,id,hysets,,06899500,
GRDC_4122260,US,id,hysets,,06908000,
GRDC_4122280,US,id,hysets,,06933500,
GRDC_4122281,US,id,camels,,06934000,
GRDC_4122301,US,id,hysets,,06918070,
GRDC_4122360,US,id,hysets,,06847500,
GRDC_4122639,US,id,camels,,06784000,
GRDC_4123085,US,id,hysets,,03410500,
GRDC_4123090,US,id,hysets,,03380500,
GRDC_4123100,US,id,hysets,,03380350,
GRDC_4123110,US,id,hysets,,03379500,
GRDC_4123120,US,id,hysets,,03378000,
GRDC_4123135,US,id,hysets,,03328500,
GRDC_4123136,US,id,hysets,,03331500,
GRDC_4123137,US,id,hysets,,03345500,
GRDC_4123140,US,id,hysets,,03378550,
GRDC_4123205,US,id,hysets,,03364000,
GRDC_4123206,US,id,hysets,,03365500,
GRDC_4123208,US,id,hysets,,03361500,
GRDC_4123209,US,id,hysets,,03362500,
GRDC_4123210,US,id,hysets,,03363000,
GRDC_4123225,US,id,hysets,,03303000,
GRDC_4123240,US,id,hysets,,03289500,
GRDC_4123245,US,id,hysets,,03301500,
GRDC_4123252,US,id,hysets,,03252500,
GRDC_4123255,US,id,camels,,03237500,
GRDC_4123265,US,id,hysets,,03198500,
GRDC_4123270,US,id,hysets,,03184000,
GRDC_4123271,US,id,hysets,,03183500,
GRDC_4123272,US,id,camels,,03182500,
GRDC_4123275,US,id,hysets,,03179000,
GRDC_4123277,US,id,hysets,,03168000,
GRDC_4123278,US,id,camels,,03164000,
GRDC_4123280,US,id,hysets,,03159500,
GRDC_4123290,US,id,hysets,,03114500,
GRDC_4123310,US,id,camels,,03366500,
GRDC_4123320,US,id,hysets,,03109500,
GRDC_4123330,US,id,hysets,,03054500,
GRDC_4123331,US,id,hysets,,03051000,
GRDC_4123335,US,id,hysets,,03065000,
GRDC_4123337,US,id,hysets,,03069000,
GRDC_4123340,US,id,hysets,,03070000,
GRDC_4123341,US,id,camels,,03069500,
GRDC_4123345,US,id,hysets,,03075500,
GRDC_4123347,US,id,hysets,,03079000,
GRDC_4123350,US,id,hysets,,03011020,
GRDC_4123351,US,id,hysets,,03010500,
GRDC_4123357,US,id,hysets,,03032500,
GRDC_4123360,US,id,camels,,03504000,
GRDC_4123365,US,id,hysets,,03512000,
GRDC_4123370,US,id,hysets,,03528000,
GRDC_4123375,US,id,hysets,,03540500,
GRDC_4123380,US,id,hysets,,03451500,
GRDC_4123381,US,id,hysets,,03448000,
GRDC_4123382,US,id,hysets,,03443000,
GRDC_4123385,US,id,hysets,,03465500,
GRDC_4123510,US,id,hysets,,03275000,
GRDC_4123550,US,id,hysets,,03242050,
GRDC_4123810,US,id,hysets,,03213000,
GRDC_4123811,US,id,hysets,,03214000,
GRDC_4125020,US,id,hysets,,07186000,
GRDC_4125065,US,id,hysets,,07163000,
GRDC_4125100,US,id,hysets,,07141200,
GRDC_4125110,US,id,hysets,,07144780,
GRDC_4125210,US,id,hysets,,07249400,
GRDC_4125552,US,id,hysets,,07211500,
GRDC_4125810,US,id,hysets,,07144200,
GRDC_4125910,US,id,camels,,07068000,
GRDC_4125911,US,id,camels,,07067000,
GRDC_4125915,US,id,hysets,,07069500,
GRDC_4125917,US,id,hysets,,07072000,
GRDC_4125918,US,id,camels,,07071500,
GRDC_4125920,US,id,camels,,07056000,
GRDC_4125925,US,id,hysets,,07052500,
GRDC_4125930,US,id,hysets,,07050500,
GRDC_4125940,US,id,hysets,,07074420,
GRDC_4125941,US,id,hysets,,07072500,
GRDC_4125950,US,id,camels,,07066000,
GRDC_4126352,US,id,hysets,,07311900,
GRDC_4126700,US,id,hysets,,07367000,
GRDC_4126702,US,id,hysets,,07364100,
GRDC_4126750,US,id,hysets,,07363500,
GRDC_4126850,US,id,hysets,,07307800,
GRDC_4126851,US,id,hysets,,07308200,
GRDC_4127100,US,id,hysets,,07019000,
GRDC_4127150,US,id,hysets,,07029500,
GRDC_4127400,US,id,hysets,,07026040,
GRDC_4127600,US,id,hysets,,07288500,
GRDC_4127610,US,id,hysets,,07275900,
GRDC_4127700,US,id,hysets,,07290000,
GRDC_4127910,US,id,camels,,07292500,
GRDC_4127920,US,id,camels,,07295000,
GRDC_4131030,US,id,hysets,,01014000,
GRDC_4131031,US,id,hysets,,01010500,
GRDC_4132100,US,id,camels,,04024430,
GRDC_4132300,US,id,camels,,04027000,
GRDC_4132900,US,id,camels,,04045500,
GRDC_4133100,US,id,camels,,04059500,
GRDC_4133260,US,id,hysets,,04079000,
GRDC_4133450,US,id,camels,,04056500,
GRDC_4133500,US,id,hysets,,04101500,
GRDC_4133550,US,id,hysets,,04100500,
GRDC_4133650,US,id,hysets,,04107850,
GRDC_4133651,US,id,hysets,,04105500,
GRDC_4133701,US,id,hysets,,04121500,
GRDC_4133750,US,id,hysets,,04119000,
GRDC_4133800,US,id,camels,,04124000,
GRDC_4134300,US,id,hysets,,04156000,
GRDC_4134350,US,id,hysets,,04154000,
GRDC_4134501,US,id,hysets,,04145000,
GRDC_4134600,US,id,hysets,,04150500,
GRDC_4135100,US,id,hysets,,04176500,
GRDC_4135200,US,id,hysets,,04193500,
GRDC_4135201,US,id,hysets,,04183500,
GRDC_4135210,US,id,hysets,,04198000,
GRDC_4135215,US,id,hysets,,04197000,
GRDC_4135300,US,id,hysets,,04165500,
GRDC_4135500,US,id,hysets,,04212100,
GRDC_4135800,US,id,hysets,,04213500,
GRDC_4136301,US,id,hysets,,04223000,
GRDC_4143500,US,id,hysets,,04269000,
GRDC_4143770,US,id,hysets,,04292500,
GRDC_4143790,US,id,hysets,,04293500,
GRDC_4146050,US,id,hysets,,12213100,
GRDC_4146080,US,id,hysets,,12200500,
GRDC_4146085,US,id,camels,,12189500,
GRDC_4146100,US,id,camels,,11532500,
GRDC_4146120,US,id,camels,,11482500,
GRDC_4146140,US,id,hysets,,11502500,
GRDC_4146141,US,id,hysets,,11493500,
GRDC_4146145,US,id,hysets,,11501000,
GRDC_4146150,US,id,camels,,12035000,
GRDC_4146155,US,id,camels,,12041200,
GRDC_4146160,US,id,hysets,,12031000,
GRDC_4146161,US,id,hysets,,12027500,
GRDC_4146165,US,id,hysets,,12049000,
GRDC_4146175,US,id,hysets,,12039500,
GRDC_4146180,US,id,hysets,,11477000,
GRDC_4146185,US,id,camels,,12040500,
GRDC_4146190,US,id,hysets,,12150800,
GRDC_4146195,US,id,hysets,,12101500,
GRDC_4146200,US,id,camels,,11473900,
GRDC_4146220,US,id,camels,,12141300,
GRDC_4146230,US,id,hysets,,11468000,
GRDC_4146250,US,id,camels,,11451100,
GRDC_4146300,US,id,hysets,,11337500,
GRDC_4146310,US,id,hysets,,11162570,
GRDC_4146320,US,id,camels,,11151300,
GRDC_4146330,US,id,hysets,,11173200,
GRDC_4146340,US,id,hysets,,11169800,
GRDC_4146350,US,id,camels,,11176400,
GRDC_4146370,US,id,camels,,12175500,
GRDC_4146380,US,id,hysets,,11283500,
GRDC_4146390,US,id,hysets,,12044900,
GRDC_4146410,US,id,hysets,,11136800,
GRDC_4146610,US,id,hysets,,11138500,
GRDC_4146630,US,id,camels,,11124500,
GRDC_4146650,US,id,hysets,,14321000,
GRDC_4146700,US,id,hysets,,11114000,
GRDC_4146710,US,id,hysets,,11109250,
GRDC_4146910,US,id,hysets,,11033000,
GRDC_4146920,US,id,hysets,,11046000,
GRDC_4146950,US,id,hysets,,11028500,
GRDC_4147030,US,id,hysets,,01014000,
GRDC_4147031,US,id,hysets,,01010500,
GRDC_4147210,US,id,hysets,,01064500,
GRDC_4147320,US,id,hysets,,02037500,
GRDC_4147330,US,id,hysets,,02035000,
GRDC_4147410,US,id,hysets,,01111500,
GRDC_4147440,US,id,hysets,,01118500,
GRDC_4147470,US,id,camels,,01181000,
GRDC_4147500,US,id,hysets,,01358000,
GRDC_4147510,US,id,hysets,,01371500,
GRDC_4147540,US,id,hysets,,01391500,
GRDC_4147600,US,id,hysets,,01463500,
GRDC_4147700,US,id,hysets,,01570500,
GRDC_4147701,US,id,hysets,,01503000,
GRDC_4147721,US,id,hysets,,01559000,
GRDC_4147810,US,id,camels,,01491000,
GRDC_4147900,US,id,hysets,,01646502,
GRDC_4147901,US,id,hysets,,01613000,
GRDC_4147902,US,id,hysets,,01610000,
GRDC_4147903,US,id,hysets,,01608500,
GRDC_4147904,US,id,hysets,,01646500,
GRDC_4147905,US,id,hysets,,01643000,
GRDC_4147907,US,id,hysets,,01631000,
GRDC_4147950,US,id,hysets,,01668000,
GRDC_4148070,US,id,hysets,,02047000,
GRDC_4148120,US,id,hysets,,02091814,
GRDC_4148210,US,id,hysets,,02102000,
GRDC_4148232,US,id,hysets,,02105769,
GRDC_4148310,US,id,hysets,,02135000,
GRDC_4148325,US,id,hysets,,02126000,
GRDC_4148410,US,id,hysets,,02156500,
GRDC_4148540,US,id,hysets,,02148315,
GRDC_4148570,US,id,hysets,,02175000,
GRDC_4148610,US,id,hysets,,02202500,
GRDC_4148655,US,id,hysets,,02192000,
GRDC_4148720,US,id,hysets,,02226000,
GRDC_4148750,US,id,hysets,,02228000,
GRDC_4149110,US,id,hysets,,02492000,
GRDC_4149121,US,id,hysets,,02488500,
GRDC_4149123,US,id,hysets,,02482000,
GRDC_4149300,US,id,hysets,,02479000,
GRDC_4149301,US,id,hysets,,02479310,
GRDC_4149310,US,id,hysets,,02471001,
GRDC_4149350,US,id,hysets,,02478500,
GRDC_4149355,US,id,hysets,,02475500,
GRDC_4149360,US,id,hysets,,02475000,
GRDC_4149400,US,id,hysets,,02429500,
GRDC_4149401,US,id,hysets,,02428400,
GRDC_4149405,US,id,hysets,,02414500,
GRDC_4149410,US,id,hysets,,02467000,
GRDC_4149413,US,id,hysets,,02469761,
GRDC_4149415,US,id,hysets,,02456500,
GRDC_4149420,US,id,hysets,,02375500,
GRDC_4149421,US,id,hysets,,02376033,
GRDC_4149430,US,id,hysets,,02384500,
GRDC_4149440,US,id,hysets,,02411000,
GRDC_4149610,US,id,hysets,,02359000,
GRDC_4149630,US,id,hysets,,02358000,
GRDC_4149632,US,id,hysets,,02359170,
GRDC_4149681,US,id,hysets,,02349500,
GRDC_4149682,US,id,hysets,,02347500,
GRDC_4149690,US,id,hysets,,02366500,
GRDC_4149691,US,id,hysets,,02365500,
GRDC_4149711,US,id,hysets,,02330150,
GRDC_4149780,US,id,hysets,,02320500,
GRDC_4149781,US,id,hysets,,02323000,
GRDC_4149810,US,id,hysets,,02322500,
